season,abbreviation,rosterTeamId,playerId_1,playerId_2,playerId_3,playerId_4,playerId_5,playerId_6,playerId_7,playerId_8
2019,SD,135,489446,489334,622259,606131,623364,662253,605538,605218
2019,SEA,136,606273,542914,542888,543483,461872,519326,592165,613534
2019,SF,137,519293,453343,606625,453265,473879,641627,607457,519141
2019,STL,138,593372,663855,453192,607231,606149,658551,608678,605154
2019,TB,139,641941,650895,621237,621363,475054,592773,543118,623433
2019,TEX,140,600917,518875,455119,445926,664126,656685,606160,661403
2019,TOR,141,571704,543339,571882,607352,475479,643327,641835,457915
2019,WSH,120,448281,606273,543339,593833,407845,663432,519326,607457
2020,ARI,109,592233,605151,448855,656464,605177,444468,664157,661255
2020,ATL,144,453343,554431,455119,503285,519293,669060,572888,621345
2020,BAL,110,642121,612434,571710,491624,656945,664042,664045,643316
2020,BOS,111,598264,519443,518489,519393,657031,570488,605488,592390
2020,CHC,112,502026,592858,518886,605177,572193,594986,595465,621249
2020,CIN,113,628452,605151,607237,608371,548384,547179,622088,518858
2020,CLE,114,543272,675916,424144,621295,664208,657611,608678,615698
2020,COL,115,453268,608032,545064,622075,571710,451584,656546,641755
2020,CWS,145,517008,605359,518553,641420,622772,676051,641582,614179
2020,DET,116,650530,641729,642397,542585,571656,670167,608335,665621
2020,HOU,117,519151,642130,660600,605482,657624,668687,548384,528748
2020,KC,118,572096,518813,534910,605130,623470,600968,622251,676604
2020,LAA,108,621142,570240,594577,570663,542882,598287,650671,571948
2020,LAD,119,445276,595014,657571,520980,518397,660813,592473,642701
2020,MIA,146,445213,543883,554340,624586,502202,595001,605501,572383
2020,MIL,158,623352,642233,608349,592222,642547,475479,642207,608718
2020,MIN,142,573124,489265,543507,461325,608648,605538,660896,573204
2020,NYM,121,621242,607625,612434,544727,541640,642584,458677,453172
2020,NYY,147,502154,547973,493603,643338,642528,570666,571735,656547
2020,OAK,133,521230,465657,518617,642152,572143,433589,519008,605525
2020,PHI,143,593576,519443,488984,605388,453284,475479,668941,592390
2020,PIT,134,543867,593144,608717,607572,600887,605195,502706,595897
2020,SD,135,641941,592865,572096,519141,621381,489446,489334,656186
2020,SEA,136,592865,673633,670990,543483,664948,680702,656186,608665
2020,SF,137,643511,641627,656322,453265,593974,572125,670056,670329
2020,STL,138,453192,606149,643778,664854,650893,621052,547942,607231
2020,TB,139,650895,623433,543118,664126,595928,642083,571901,657044
2020,TEX,140,606160,445926,580792,623474,664139,570257,667463,600917
2020,TOR,141,542914,503569,595918,605447,621366,521655,685493,664157
2020,WSH,120,543339,501789,640448,663432,641851,607560,593833,457915
2021,ARI,109,461325,465657,592233,598287,661255,606965,573009,592761
2021,ATL,144,519293,593144,621345,455119,592426,657097,656794,554431
2021,BAL,110,491624,642121,669330,622253,643316,592644,641632,656945
2021,BOS,111,598264,493603,570663,676477,650382,542882,572070,657031
2021,CHC,112,518886,592858,605177,676051,605388,572193,571521,624522
2021,CIN,113,607237,608371,592390,571710,622088,448281,547179,542960
2021,CLE,114,661403,675916,543766,664208,622065,621295,663986,680704
2021,COL,115,453268,608032,571710,641755,622075,596112,468504,623485
2021,CWS,145,521230,518886,607481,676051,605359,572193,641582,614179
2021,DET,116,642397,605242,542585,608335,656638,650530,596057,641729
2021,HOU,117,519151,554340,606160,608665,548384,642130,650556,592773
2021,KC,118,605130,518813,641394,622251,622092,451584,593619,534910
2021,LAA,108,628452,518553,594577,453265,598287,448855,642083,623474
2021,LAD,119,445276,608349,641632,641360,523260,642701,624647,681911
2021,MIA,146,571670,554340,542947,669622,542914,605276,647315,643256
2021,MIL,158,623352,502202,608718,642207,656420,641360,596057,670950
2021,MIN,142,517008,573124,570663,608648,660896,621248,543056,677976
2021,NYM,121,621242,543272,592390,543507,544727,607625,571901,607455
2021,NYY,147,547973,643338,642528,502154,476595,593974,570257,605280
2021,OAK,133,642152,518617,433589,489265,605177,605525,640462,572143
2021,PHI,143,593576,453178,621237,624133,656322,641401,605151,445213
2021,PIT,134,593144,608717,670280,683232,607455,592741,660853,605280
2021,SD,135,453343,657612,641941,666168,489334,572955,543339,605309
2021,SEA,136,608716,623149,650895,606160,608665,664948,448281,641871
2021,SF,137,459429,643511,641793,666808,608678,606424,593974,453265
2021,STL,138,621052,606149,650893,664854,472610,594965,519008,502522
2021,TB,139,650895,552640,664126,605488,657044,656420,670950,543521
2021,TEX,140,453178,669618,607359,622250,642701,656685,570257,676969
2021,TOR,141,543272,605447,465657,641835,503569,670950,543022,642048
2021,WSH,120,543272,640448,608723,663432,593604,593833,600921,666168
2022,ARI,109,453343,453178,573009,598287,606625,656464,641871,664092
2022,ATL,144,445276,628452,621345,519293,543521,669276,623451,445926
2022,BAL,110,605347,642585,622253,641329,672335,669211,663989,607216
2022,BOS,111,670167,598264,656557,621381,570663,676477,518489,518617
2022,CHC,112,502085,592858,676714,643410,655889,571710,664123,455119
2022,CIN,113,664747,519326,663574,605521,669270,571656,664139,570666
2022,CLE,114,661403,663986,669212,675916,680704,664139,660853,622065
2022,COL,115,453268,517008,608032,664875,656458,596112,621389,659275
2022,CWS,145,521230,608665,607481,625643,518617,656986,641582,523260
2022,DET,116,642397,605242,656638,605177,641729,671345,676684,503449
2022,HOU,117,519151,606160,519293,593576,592773,664208,650556,661527
2022,KC,118,605130,664199,622251,669395,676092,606303,607237,621016
2022,LAA,108,628452,623474,572193,571901,650671,605151,642545,445926
2022,LAD,119,518886,543339,660813,623465,456034,606625,681911,455119
2022,MIA,146,656945,571670,669622,542947,542888,642121,595345,542914
2022,MIL,158,573124,623352,642207,502202,456713,459429,641627,657265
2022,MIN,142,605347,641941,661395,643377,605242,608648,573204,656730
2022,NYM,121,621242,493603,607625,571710,622098,592866,543507,592741
2022,NYY,147,605280,642152,593974,547973,643338,642528,476595,664123
2022,OAK,133,666204,642152,640462,642758,667427,669912,643493,594580
2022,PHI,143,502085,608349,622554,543272,621237,641401,571479,544727
2022,PIT,134,670280,640444,608717,660787,621249,608328,596112,657770
2022,SD,135,573124,623352,607259,472610,622503,663158,621051,659275
2022,SEA,136,623149,662253,650895,657024,608716,670036,623167,670990
2022,SF,137,666808,608678,459429,605154,606424,501625,605194,622065
2022,STL,138,664854,606149,608717,650893,676050,669467,621295,663855
2022,TB,139,621363,592094,548384,657044,664126,552640,656222,542888
2022,TEX,140,669618,600917,656685,519043,642546,456713,656271,667463
2022,TOR,141,605447,643256,641835,554340,542914,475479,579328,670950
2022,WSH,120,663432,640448,459429,605218,518553,644364,666168,541640
2023,ARI,109,623149,543518,605177,612434,656464,669459,614179,657044
2023,ATL,144,628452,572955,621345,489446,543859,641729,623433,445926
2023,BAL,110,642585,666974,605347,543056,660261,672335,657508,641329
2023,BOS,111,445276,670174,455119,670167,518489,601713,676477,659275
2023,CHC,112,640470,643410,605242,657240,621016,502202,592767,676714
2023,CIN,113,664747,664139,571656,608371,592741,622065,571882,594580
2023,CLE,114,661403,663986,625643,660853,669212,656529,675916,519043
2023,COL,115,664875,572955,656234,641755,608718,453268,543272,668970
2023,CWS,145,608665,666619,625643,523260,543766,641871,607481,641703
2023,DET,116,656638,671345,592741,676684,542585,669438,663947,689225
2023,HOU,117,519151,608665,650556,606160,593576,664208,592773,661527
2023,KC,118,605130,672578,547973,664199,663704,621016,676092,656353
2023,LAA,108,608032,625643,650671,623474,571901,606965,681806,519043
2023,LAD,119,623465,660813,657571,523260,681911,622075,518489,592229
2023,MIA,146,640462,502085,656945,571670,605347,677053,608638,595345
2023,MIL,158,642207,605177,606303,665625,669060,456713,571948,682842
2023,MIN,142,661395,643377,571670,605347,641941,592779,687396,663558
2023,NYM,121,502085,493603,548384,622098,641627,656257,641360,595928
2023,NYY,147,605280,650633,593974,676760,592454,641871,641656,598286
2023,OAK,133,543507,660261,544727,594580,669912,668674,669674,663992
2023,PHI,143,518886,621237,622554,642397,621381,628708,656546,592229
2023,PIT,134,670280,670059,596112,664294,681882,669796,669387,621249
2023,SD,135,623352,605130,607259,472610,657612,663158,621051,641703
2023,SEA,136,623149,662253,666374,623437,641627,642048,642100,663462
2023,SF,137,666808,643511,518397,596001,663941,573124,676254,592426
2023,STL,138,664854,606149,663855,669467,668941,608717,650893,572193
2023,TB,139,664126,592094,621363,596112,606965,687330,542888,656222
2023,TEX,140,519293,600917,547973,622250,642546,681982,656271,608717
2023,TOR,141,605447,663855,554340,657024,641835,663878,670950,650893
2023,WSH,120,640448,640451,666168,605218,607179,600921,678606,641771
2024,ARI,109,623149,656464,679885,657044,640462,573009,543518,571670
2024,ATL,144,628452,641729,572955,605154,621345,607481,592426,669276
2024,BAL,110,518886,622554,666974,669211,672335,657097,642397,543056
2024,BOS,111,445276,455119,472610,686580,669711,608371,592155,670174
2024,CHC,112,593576,687863,640470,622786,592767,663878,542888,663992
2024,CIN,113,664747,458677,518585,608371,571656,608718,641941,663574
2024,CLE,114,661403,683769,680704,671922,605130,682120,670766,658648
2024,COL,115,656222,680767,641755,664875,656234,683409,678020,683232
2024,CWS,145,656629,605121,621383,673929,605154,641771,608678,660853
2024,DET,116,671345,571946,676684,663947,605177,656412,689225,656638
2024,HOU,117,623352,593576,519151,650556,605463,606160,657571,681869
2024,KC,118,663704,668674,608717,670167,663460,519293,640451,669674
2024,LAA,108,608032,472610,519326,690829,672710,519043,650671,657508
2024,LAD,119,623465,543339,656629,681911,595014,607455,642232,523260
2024,MIA,146,656945,676534,677053,669622,640462,666277,622786,623211
2024,MIL,158,656730,642207,606303,665625,682842,657649,663542,683232
2024,MIN,142,661395,643377,663485,595345,543859,573204,670950,660896
2024,NYM,121,621242,592773,657585,518617,676130,664208,543859,493603
2024,NYY,147,605280,596133,543859,660853,624647,657571,643410,641656
2024,OAK,133,695243,668674,613534,621053,518397,671305,666204,519008
2024,PHI,143,608032,621237,656546,622554,621381,621383,642397,689147
2024,PIT,134,670280,547973,656222,670059,676702,672710,682847,669387
2024,SD,135,663158,656945,592094,673513,669093,670970,660853,666745
2024,SEA,136,662253,592773,554340,642048,608723,668338,676092,642546
2024,SF,137,666808,676254,643511,669062,592426,678495,657508,702352
2024,STL,138,664854,668941,552640,681676,542888,667463,669461,681517
2024,TB,139,664126,664076,592094,670955,687330,621363,664208,655889
2024,TEX,140,489446,502085,600917,605177,622786,656641,502624,642546
2024,TOR,141,643338,605447,554340,650893,647315,663893,670950,663878
2024,WSH,120,640448,571882,676395,606930,640451,607179,678606,571670
2025,ARI,109,571946,657044,656222,656464,669194,605463,666661,679775
2025,ATL,144,628452,669276,572955,660853,607481,606160,689266,656550
2025,BAL,110,642585,641329,669211,666974,622554,642397,552640,656240
2025,BOS,111,547973,669711,676477,458677,660896,677161,690928,657514
2025,CHC,112,694037,519151,573204,641745,519141,623167,607067,518489
2025,CIN,113,641941,663574,573124,664139,605130,608718,680689,682825
2025,CLE,114,661403,671922,683769,663671,682120,596001,670036,663465
2025,COL,115,678020,641755,656234,680767,623474,675848,669020,683627
2025,CWS,145,673929,685126,621051,678024,641302,656186,691799,656457
2025,DET,116,676684,592454,663947,676428,669724,672578,695445,657424
2025,HOU,117,623352,650556,595345,656986,681869,687911,672391,687473
2025,KC,118,608032,672582,664199,670167,663738,668674,674444,669674
2025,LAA,108,445276,666171,672282,656271,593576,519326,641401,696147
2025,LAD,119,656945,489446,681911,607455,676263,642152,676508,656629
2025,MIA,146,676534,669622,678692,806188,678368,676083,663969,669199
2025,MIL,158,656730,683232,682842,657649,681982,676879,642239,682990
2025,MIN,142,661395,643377,663485,623437,543056,686973,592779,666214
2025,NYM,121,621242,657585,623211,592773,676130,620454,621112,673380
2025,NYY,147,642207,596133,643410,518585,642528,657612,641656,642232
2025,OAK,133,695243,621053,519008,687765,663687,656794,687424,547184
2025,PHI,143,605447,621381,689147,621383,605452,592836,676661,675650
2025,PIT,134,670280,642701,657571,621366,663767,676755,677952,669387
2025,SD,135,663158,669093,670970,592094,593974,673513,669308,688158
2025,SEA,136,662253,672841,642100,660825,663423,668984,666374,647315
2025,SF,137,666808,676254,678495,669062,643511,702352,806185,663546
2025,STL,138,664854,664208,571927,681517,667463,701552,668941,676617
2025,TB,139,664126,670955,682254,664076,679358,687330,666215,657756
2025,TEX,140,592426,676395,542888,657097,571948,455119,676961,656641
2025,TOR,141,656546,663893,684320,680704,689254,643338,680755,687606
2025,WSH,120,640448,674285,678606,669371,671131,695418,694350,702795
